wavl,"AS(0.00,0.50)","AS(0.00,0.70)","AS(0.00,0.90)","AS(0.00,1.10)","AS(0.00,1.30)","AS(0.00,1.50)"
1.4030150753768844,-695.0846626193561,-695.0846626193561,-695.0846626193561,-695.0846626193561,-695.0846626193561,-695.0846626193561
1.4045226130653266,-693.5435277344768,-693.5435277344768,-693.5435277344768,-693.5435277344768,-693.5435277344768,-693.5435277344768
1.4060301507537687,-692.0109043154243,-692.0109043154243,-692.0109043154243,-692.0109043154243,-692.0109043154243,-692.0109043154243
1.407537688442211,-690.4867283857693,-690.4867283857693,-690.4867283857693,-690.4867283857693,-690.4867283857693,-690.4867283857693
1.4090452261306532,-688.9709359690842,-688.9709359690842,-688.9709359690842,-688.9709359690842,-688.9709359690842,-688.9709359690842
1.4105527638190951,-687.463463088925,-687.463463088925,-687.463463088925,-687.463463088925,-687.463463088925,-687.463463088925
1.4120603015075377,-685.9642457688697,-685.9642457688697,-685.9642457688697,-685.9642457688697,-685.9642457688697,-685.9642457688697
1.4135678391959798,-684.4732200324779,-684.4732200324779,-684.4732200324779,-684.4732200324779,-684.4732200324779,-684.4732200324779
1.415075376884422,-682.9903219033204,-682.9903219033204,-682.9903219033204,-682.9903219033204,-682.9903219033204,-682.9903219033204
1.4165829145728643,-681.5154874049604,-681.5154874049604,-681.5154874049604,-681.5154874049604,-681.5154874049604,-681.5154874049604
1.4180904522613065,-680.048652560974,-680.048652560974,-680.048652560974,-680.048652560974,-680.048652560974,-680.048652560974
1.4195979899497486,-678.5897533949155,-678.5897533949155,-678.5897533949155,-678.5897533949155,-678.5897533949155,-678.5897533949155
1.4211055276381908,-677.1387259303592,-677.1387259303592,-677.1387259303592,-677.1387259303592,-677.1387259303592,-677.1387259303592
1.4226130653266331,-675.6955061908757,-675.6955061908757,-675.6955061908757,-675.6955061908757,-675.6955061908757,-675.6955061908757
1.4241206030150753,-674.2600302000246,-674.2600302000246,-674.2600302000246,-674.2600302000246,-674.2600302000246,-674.2600302000246
1.4256281407035174,-672.8322339813749,-672.8322339813749,-672.8322339813749,-672.8322339813749,-672.8322339813749,-672.8322339813749
1.4271356783919598,-671.4120535585007,-671.4120535585007,-671.4120535585007,-671.4120535585007,-671.4120535585007,-671.4120535585007
1.428643216080402,-669.9994249549582,-669.9994249549582,-669.9994249549582,-669.9994249549582,-669.9994249549582,-669.9994249549582
1.430150753768844,-668.5942841943179,-668.5942841943179,-668.5942841943179,-668.5942841943179,-668.5942841943179,-668.5942841943179
1.4316582914572864,-667.196567300156,-667.196567300156,-667.196567300156,-667.196567300156,-667.196567300156,-667.196567300156
1.4331658291457283,-665.8062102960248,-665.8062102960248,-665.8062102960248,-665.8062102960248,-665.8062102960248,-665.8062102960248
1.434673366834171,-664.4231492054987,-664.4231492054987,-664.4231492054987,-664.4231492054987,-664.4231492054987,-664.4231492054987
1.436180904522613,-663.0473200521501,-663.0473200521501,-663.0473200521501,-663.0473200521501,-663.0473200521501,-663.0473200521501
1.4376884422110552,-661.6786588595369,-661.6786588595369,-661.6786588595369,-661.6786588595369,-661.6786588595369,-661.6786588595369
1.439195979899497,-660.3171016512297,-660.3171016512297,-660.3171016512297,-660.3171016512297,-660.3171016512297,-660.3171016512297
1.4407035175879397,-658.9625844507991,-658.9625844507991,-658.9625844507991,-658.9625844507991,-658.9625844507991,-658.9625844507991
1.4422110552763818,-657.6150432818067,-657.6150432818067,-657.6150432818067,-657.6150432818067,-657.6150432818067,-657.6150432818067
1.443718592964824,-656.2744141678195,-656.2744141678195,-656.2744141678195,-656.2744141678195,-656.2744141678195,-656.2744141678195
1.4452261306532663,-654.9406331324117,-654.9406331324117,-654.9406331324117,-654.9406331324117,-654.9406331324117,-654.9406331324117
1.4467336683417085,-653.6136361991448,-653.6136361991448,-653.6136361991448,-653.6136361991448,-653.6136361991448,-653.6136361991448
1.4482412060301506,-652.2933593915805,-652.2933593915805,-652.2933593915805,-652.2933593915805,-652.2933593915805,-652.2933593915805
1.449748743718593,-650.9797387332983,-650.9797387332983,-650.9797387332983,-650.9797387332983,-650.9797387332983,-650.9797387332983
1.451256281407035,-649.672710247858,-649.672710247858,-649.672710247858,-649.672710247858,-649.672710247858,-649.672710247858
1.4527638190954772,-648.3722099588231,-648.3722099588231,-648.3722099588231,-648.3722099588231,-648.3722099588231,-648.3722099588231
1.4542713567839196,-647.0781738897695,-647.0781738897695,-647.0781738897695,-647.0781738897695,-647.0781738897695,-647.0781738897695
1.4557788944723618,-645.7905380642587,-645.7905380642587,-645.7905380642587,-645.7905380642587,-645.7905380642587,-645.7905380642587
1.457286432160804,-644.5092385058579,-644.5092385058579,-644.5092385058579,-644.5092385058579,-644.5092385058579,-644.5092385058579
1.4587939698492465,-643.2342112381357,-643.2342112381357,-643.2342112381357,-643.2342112381357,-643.2342112381357,-643.2342112381357
1.4603015075376884,-641.9653922846592,-641.9653922846592,-641.9653922846592,-641.9653922846592,-641.9653922846592,-641.9653922846592
1.4618090452261303,-640.7027176689935,-640.7027176689935,-640.7027176689935,-640.7027176689935,-640.7027176689935,-640.7027176689935
1.463316582914573,-639.4461234147075,-639.4461234147075,-639.4461234147075,-639.4461234147075,-639.4461234147075,-639.4461234147075
1.464824120603015,-638.1955455453699,-638.1955455453699,-638.1955455453699,-638.1955455453699,-638.1955455453699,-638.1955455453699
1.4663316582914572,-636.9509200845423,-636.9509200845423,-636.9509200845423,-636.9509200845423,-636.9509200845423,-636.9509200845423
1.467839195979899,-635.7121830557953,-635.7121830557953,-635.7121830557953,-635.7121830557953,-635.7121830557953,-635.7121830557953
1.4693467336683417,-634.4792704826996,-634.4792704826996,-634.4792704826996,-634.4792704826996,-634.4792704826996,-634.4792704826996
1.4708542713567838,-633.2521183888184,-633.2521183888184,-633.2521183888184,-633.2521183888184,-633.2521183888184,-633.2521183888184
1.472361809045226,-632.0306627977134,-632.0306627977134,-632.0306627977134,-632.0306627977134,-632.0306627977134,-632.0306627977134
1.4738693467336683,-630.8148397329642,-630.8148397329642,-630.8148397329642,-630.8148397329642,-630.8148397329642,-630.8148397329642
1.4753768844221105,-629.6045852181251,-629.6045852181251,-629.6045852181251,-629.6045852181251,-629.6045852181251,-629.6045852181251
1.4768844221105526,-628.3998352767685,-628.3998352767685,-628.3998352767685,-628.3998352767685,-628.3998352767685,-628.3998352767685
1.478391959798995,-627.2005259324706,-627.2005259324706,-627.2005259324706,-627.2005259324706,-627.2005259324706,-627.2005259324706
1.479899497487437,-626.0065932087819,-626.0065932087819,-626.0065932087819,-626.0065932087819,-626.0065932087819,-626.0065932087819
1.4814070351758792,-624.8179731292767,-624.8179731292767,-624.8179731292767,-624.8179731292767,-624.8179731292767,-624.8179731292767
1.4829145728643216,-623.6346017175274,-623.6346017175274,-623.6346017175274,-623.6346017175274,-623.6346017175274,-623.6346017175274
1.4844221105527635,-622.4564149970902,-622.4564149970902,-622.4564149970902,-622.4564149970902,-622.4564149970902,-622.4564149970902
1.485929648241206,-621.2833489915411,-621.2833489915411,-621.2833489915411,-621.2833489915411,-621.2833489915411,-621.2833489915411
1.4874371859296482,-620.1153397244489,-620.1153397244489,-620.1153397244489,-620.1153397244489,-620.1153397244489,-620.1153397244489
1.4889447236180904,-618.9523232193715,-618.9523232193715,-618.9523232193715,-618.9523232193715,-618.9523232193715,-618.9523232193715
1.4904522613065323,-617.7942354998795,-617.7942354998795,-617.7942354998795,-617.7942354998795,-617.7942354998795,-617.7942354998795
1.4919597989949749,-616.6410125895436,-616.6410125895436,-616.6410125895436,-616.6410125895436,-616.6410125895436,-616.6410125895436
1.493467336683417,-615.4925905119308,-615.4925905119308,-615.4925905119308,-615.4925905119308,-615.4925905119308,-615.4925905119308
1.4949748743718592,-614.3489052906007,-614.3489052906007,-614.3489052906007,-614.3489052906007,-614.3489052906007,-614.3489052906007
1.4964824120603015,-613.2098929491258,-613.2098929491258,-613.2098929491258,-613.2098929491258,-613.2098929491258,-613.2098929491258
1.4979899497487437,-612.0754895110767,-612.0754895110767,-612.0754895110767,-612.0754895110767,-612.0754895110767,-612.0754895110767
1.4994974874371858,-610.9456310000114,-610.9456310000114,-610.9456310000114,-610.9456310000114,-610.9456310000114,-610.9456310000114
1.501005025125628,-609.8202534395023,-609.8202534395023,-609.8202534395023,-609.8202534395023,-609.8202534395023,-609.8202534395023
1.5025125628140703,-608.6992928531236,-608.6992928531236,-608.6992928531236,-608.6992928531236,-608.6992928531236,-608.6992928531236
1.5040201005025124,-607.5826852644259,-607.5826852644259,-607.5826852644259,-607.5826852644259,-607.5826852644259,-607.5826852644259
1.5055276381909546,-606.4703666969872,-606.4703666969872,-606.4703666969872,-606.4703666969872,-606.4703666969872,-606.4703666969872
1.507035175879397,-605.3622731743799,-605.3622731743799,-605.3622731743799,-605.3622731743799,-605.3622731743799,-605.3622731743799
1.508542713567839,-604.2583407201564,-604.2583407201564,-604.2583407201564,-604.2583407201564,-604.2583407201564,-604.2583407201564
1.5100502512562812,-603.1585053578892,-603.1585053578892,-603.1585053578892,-603.1585053578892,-603.1585053578892,-603.1585053578892
1.5115577889447236,-602.0627031111562,-602.0627031111562,-602.0627031111562,-602.0627031111562,-602.0627031111562,-602.0627031111562
1.5130653266331655,-600.970870003508,-600.970870003508,-600.970870003508,-600.970870003508,-600.970870003508,-600.970870003508
1.514572864321608,-599.8829420585207,-599.8829420585207,-599.8829420585207,-599.8829420585207,-599.8829420585207,-599.8829420585207
1.5160804020100502,-598.7988552997649,-598.7988552997649,-598.7988552997649,-598.7988552997649,-598.7988552997649,-598.7988552997649
1.5175879396984924,-597.7185457507985,-597.7185457507985,-597.7185457507985,-597.7185457507985,-597.7185457507985,-597.7185457507985
1.5190954773869343,-596.6419494351903,-596.6419494351903,-596.6419494351903,-596.6419494351903,-596.6419494351903,-596.6419494351903
1.5206030150753769,-595.5690023765164,-595.5690023765164,-595.5690023765164,-595.5690023765164,-595.5690023765164,-595.5690023765164
1.522110552763819,-594.4996405983329,-594.4996405983329,-594.4996405983329,-594.4996405983329,-594.4996405983329,-594.4996405983329
1.5236180904522612,-593.4338001242104,-593.4338001242104,-593.4338001242104,-593.4338001242104,-593.4338001242104,-593.4338001242104
1.5251256281407035,-592.3714169777231,-592.3714169777231,-592.3714169777231,-592.3714169777231,-592.3714169777231,-592.3714169777231
1.5266331658291457,-591.3124271824254,-591.3124271824254,-591.3124271824254,-591.3124271824254,-591.3124271824254,-591.3124271824254
1.5281407035175878,-590.2567667618914,-590.2567667618914,-590.2567667618914,-590.2567667618914,-590.2567667618914,-590.2567667618914
1.5296482412060302,-589.2043717396937,-589.2043717396937,-589.2043717396937,-589.2043717396937,-589.2043717396937,-589.2043717396937
1.5311557788944723,-588.1551781393846,-588.1551781393846,-588.1551781393846,-588.1551781393846,-588.1551781393846,-588.1551781393846
1.5326633165829144,-587.1091219845439,-587.1091219845439,-587.1091219845439,-587.1091219845439,-587.1091219845439,-587.1091219845439
1.5341708542713568,-586.0661392987386,-586.0661392987386,-586.0661392987386,-586.0661392987386,-586.0661392987386,-586.0661392987386
1.535678391959799,-585.0261661055247,-585.0261661055247,-585.0261661055247,-585.0261661055247,-585.0261661055247,-585.0261661055247
1.537185929648241,-583.9891384284783,-583.9891384284783,-583.9891384284783,-583.9891384284783,-583.9891384284783,-583.9891384284783
1.5386934673366834,-582.9549922911701,-582.9549922911701,-582.9549922911701,-582.9549922911701,-582.9549922911701,-582.9549922911701
1.5402010050251256,-581.9236637171562,-581.9236637171562,-581.9236637171562,-581.9236637171562,-581.9236637171562,-581.9236637171562
1.5417085427135675,-580.8950887300052,-580.8950887300052,-580.8950887300052,-580.8950887300052,-580.8950887300052,-580.8950887300052
1.54321608040201,-579.869203353297,-579.869203353297,-579.869203353297,-579.869203353297,-579.869203353297,-579.869203353297
1.5447236180904522,-578.8459436105859,-578.8459436105859,-578.8459436105859,-578.8459436105859,-578.8459436105859,-578.8459436105859
1.5462311557788944,-577.8252455254406,-577.8252455254406,-577.8252455254406,-577.8252455254406,-577.8252455254406,-577.8252455254406
1.5477386934673367,-576.8070451214317,-576.8070451214317,-576.8070451214317,-576.8070451214317,-576.8070451214317,-576.8070451214317
1.5492462311557789,-575.7912784221262,-575.7912784221262,-575.7912784221262,-575.7912784221262,-575.7912784221262,-575.7912784221262
1.550753768844221,-574.7778814510857,-574.7778814510857,-574.7778814510857,-574.7778814510857,-574.7778814510857,-574.7778814510857
1.5522613065326634,-573.7667902318844,-573.7667902318844,-573.7667902318844,-573.7667902318844,-573.7667902318844,-573.7667902318844
1.5537688442211055,-572.7579407880876,-572.7579407880876,-572.7579407880876,-572.7579407880876,-572.7579407880876,-572.7579407880876
1.5552763819095476,-571.7512691432566,-571.7512691432566,-571.7512691432566,-571.7512691432566,-571.7512691432566,-571.7512691432566
1.5567839195979898,-570.7467113209659,-570.7467113209659,-570.7467113209659,-570.7467113209659,-570.7467113209659,-570.7467113209659
1.558291457286432,-569.7442033447824,-569.7442033447824,-569.7442033447824,-569.7442033447824,-569.7442033447824,-569.7442033447824
1.5597989949748745,-568.7436812382639,-568.7436812382639,-568.7436812382639,-568.7436812382639,-568.7436812382639,-568.7436812382639
1.5613065326633164,-567.7450810249848,-567.7450810249848,-567.7450810249848,-567.7450810249848,-567.7450810249848,-567.7450810249848
1.5628140703517588,-566.748338728521,-566.748338728521,-566.748338728521,-566.748338728521,-566.748338728521,-566.748338728521
1.564321608040201,-565.7533903724179,-565.7533903724179,-565.7533903724179,-565.7533903724179,-565.7533903724179,-565.7533903724179
1.565829145728643,-564.7601719802569,-564.7601719802569,-564.7601719802569,-564.7601719802569,-564.7601719802569,-564.7601719802569
1.5673366834170854,-563.7686195756123,-563.7686195756123,-563.7686195756123,-563.7686195756123,-563.7686195756123,-563.7686195756123
1.5688442211055276,-562.7786691820311,-562.7786691820311,-562.7786691820311,-562.7786691820311,-562.7786691820311,-562.7786691820311
1.5703517587939697,-561.7902568230911,-561.7902568230911,-561.7902568230911,-561.7902568230911,-561.7902568230911,-561.7902568230911
1.571859296482412,-560.8033185223667,-560.8033185223667,-560.8033185223667,-560.8033185223667,-560.8033185223667,-560.8033185223667
1.5733668341708542,-559.817790303412,-559.817790303412,-559.817790303412,-559.817790303412,-559.817790303412,-559.817790303412
1.5748743718592964,-558.833608189796,-558.833608189796,-558.833608189796,-558.833608189796,-558.833608189796,-558.833608189796
1.5763819095477387,-557.8507082050983,-557.8507082050983,-557.8507082050983,-557.8507082050983,-557.8507082050983,-557.8507082050983
1.5778894472361809,-556.8690263728731,-556.8690263728731,-556.8690263728731,-556.8690263728731,-556.8690263728731,-556.8690263728731
1.579396984924623,-555.8884987166857,-555.8884987166857,-555.8884987166857,-555.8884987166857,-555.8884987166857,-555.8884987166857
1.5809045226130651,-554.9090612601176,-554.9090612601176,-554.9090612601176,-554.9090612601176,-554.9090612601176,-554.9090612601176
1.5824120603015075,-553.9306500267194,-553.9306500267194,-553.9306500267194,-553.9306500267194,-553.9306500267194,-553.9306500267194
1.5839195979899496,-552.953201040069,-552.953201040069,-552.953201040069,-552.953201040069,-552.953201040069,-552.953201040069
1.5854271356783918,-551.9766503237315,-551.9766503237315,-551.9766503237315,-551.9766503237315,-551.9766503237315,-551.9766503237315
1.586934673366834,-551.0009339012704,-551.0009339012704,-551.0009339012704,-551.0009339012704,-551.0009339012704,-551.0009339012704
1.5884422110552765,-550.0259877962526,-550.0259877962526,-550.0259877962526,-550.0259877962526,-550.0259877962526,-550.0259877962526
1.5899497487437184,-549.051748032256,-549.051748032256,-549.051748032256,-549.051748032256,-549.051748032256,-549.051748032256
1.5914572864321608,-548.0781506328367,-548.0781506328367,-548.0781506328367,-548.0781506328367,-548.0781506328367,-548.0781506328367
1.592964824120603,-547.1051316215617,-547.1051316215617,-547.1051316215617,-547.1051316215617,-547.1051316215617,-547.1051316215617
1.594472361809045,-546.1326270219961,-546.1326270219961,-546.1326270219961,-546.1326270219961,-546.1326270219961,-546.1326270219961
1.5959798994974874,-545.1605728577215,-545.1605728577215,-545.1605728577215,-545.1605728577215,-545.1605728577215,-545.1605728577215
1.5974874371859296,-544.1889051522885,-544.1889051522885,-544.1889051522885,-544.1889051522885,-544.1889051522885,-544.1889051522885
1.5989949748743717,-543.2175599292677,-543.2175599292677,-543.2175599292677,-543.2175599292677,-543.2175599292677,-543.2175599292677
1.600502512562814,-542.2464732122371,-542.2464732122371,-542.2464732122371,-542.2464732122371,-542.2464732122371,-542.2464732122371
1.6020100502512562,-541.2755810247509,-541.2755810247509,-541.2755810247509,-541.2755810247509,-541.2755810247509,-541.2755810247509
1.6035175879396983,-540.3048193903815,-540.3048193903815,-540.3048193903815,-540.3048193903815,-540.3048193903815,-540.3048193903815
1.6050251256281407,-539.3341243326995,-539.3341243326995,-539.3341243326995,-539.3341243326995,-539.3341243326995,-539.3341243326995
1.6065326633165828,-538.3634318752647,-538.3634318752647,-538.3634318752647,-538.3634318752647,-538.3634318752647,-538.3634318752647
1.608040201005025,-537.3926780416441,-537.3926780416441,-537.3926780416441,-537.3926780416441,-537.3926780416441,-537.3926780416441
1.6095477386934671,-536.4217988554155,-536.4217988554155,-536.4217988554155,-536.4217988554155,-536.4217988554155,-536.4217988554155
1.6110552763819097,-535.4507303401315,-535.4507303401315,-535.4507303401315,-535.4507303401315,-535.4507303401315,-535.4507303401315
1.6125628140703516,-534.479408519368,-534.479408519368,-534.479408519368,-534.479408519368,-534.479408519368,-534.479408519368
1.614070351758794,-533.5077694166957,-533.5077694166957,-533.5077694166957,-533.5077694166957,-533.5077694166957,-533.5077694166957
1.615577889447236,-532.5357490556707,-532.5357490556707,-532.5357490556707,-532.5357490556707,-532.5357490556707,-532.5357490556707
1.6170854271356785,-531.5632834598637,-531.5632834598637,-531.5632834598637,-531.5632834598637,-531.5632834598637,-531.5632834598637
1.6185929648241206,-530.5903086528524,-530.5903086528524,-530.5903086528524,-530.5903086528524,-530.5903086528524,-530.5903086528524
1.6201005025125628,-529.6167606581894,-529.6167606581894,-529.6167606581894,-529.6167606581894,-529.6167606581894,-529.6167606581894
1.621608040201005,-528.6425754994452,-528.6425754994452,-528.6425754994452,-528.6425754994452,-528.6425754994452,-528.6425754994452
1.6231155778894473,-527.6676892001979,-527.6676892001979,-527.6676892001979,-527.6676892001979,-527.6676892001979,-527.6676892001979
1.6246231155778894,-526.6920377839979,-526.6920377839979,-526.6920377839979,-526.6920377839979,-526.6920377839979,-526.6920377839979
1.6261306532663315,-525.7155572744214,-525.7155572744214,-525.7155572744214,-525.7155572744214,-525.7155572744214,-525.7155572744214
1.627638190954774,-524.738183695039,-524.738183695039,-524.738183695039,-524.738183695039,-524.738183695039,-524.738183695039
1.629145728643216,-523.7598530694067,-523.7598530694067,-523.7598530694067,-523.7598530694067,-523.7598530694067,-523.7598530694067
1.6306532663316582,-522.7805014211008,-522.7805014211008,-522.7805014211008,-522.7805014211008,-522.7805014211008,-522.7805014211008
1.6321608040201006,-521.8000647736899,-521.8000647736899,-521.8000647736899,-521.8000647736899,-521.8000647736899,-521.8000647736899
1.6336683417085427,-520.8184791507301,-520.8184791507301,-520.8184791507301,-520.8184791507301,-520.8184791507301,-520.8184791507301
1.6351758793969848,-519.8356805757958,-519.8356805757958,-519.8356805757958,-519.8356805757958,-519.8356805757958,-519.8356805757958
1.6366834170854272,-518.8516050724575,-518.8516050724575,-518.8516050724575,-518.8516050724575,-518.8516050724575,-518.8516050724575
1.6381909547738691,-517.8661886642803,-517.8661886642803,-517.8661886642803,-517.8661886642803,-517.8661886642803,-517.8661886642803
1.6396984924623117,-516.8793673748223,-516.8793673748223,-516.8793673748223,-516.8793673748223,-516.8793673748223,-516.8793673748223
1.6412060301507536,-515.8910772276558,-515.8910772276558,-515.8910772276558,-515.8910772276558,-515.8910772276558,-515.8910772276558
1.642713567839196,-514.901254246357,-514.901254246357,-514.901254246357,-514.901254246357,-514.901254246357,-514.901254246357
1.644221105527638,-513.90983445448,-513.90983445448,-513.90983445448,-513.90983445448,-513.90983445448,-513.90983445448
1.6457286432160805,-512.9167538755974,-512.9167538755974,-512.9167538755974,-512.9167538755974,-512.9167538755974,-512.9167538755974
1.6472361809045226,-511.9219485332815,-511.9219485332815,-511.9219485332815,-511.9219485332815,-511.9219485332815,-511.92194853328147
1.6487437185929648,-510.9253544510884,-510.9253544510884,-510.9253544510884,-510.9253544510884,-510.9253544510884,-510.9253544510884
1.650251256281407,-509.9269076525906,-509.9269076525906,-509.9269076525906,-509.9269076525906,-509.9269076525906,-509.92690765259067
1.6517587939698493,-508.9265441613607,-508.9265441613607,-508.9265441613607,-508.9265441613607,-508.9265441613607,-508.92654416136065
1.6532663316582914,-507.9242000009508,-507.9242000009508,-507.9242000009508,-507.9242000009508,-507.9242000009508,-507.9242000009508
1.6547738693467335,-506.91981119494267,-506.91981119494267,-506.91981119494267,-506.91981119494267,-506.91981119494267,-506.91981119494267
1.6562814070351757,-505.9133137669014,-505.9133137669014,-505.9133137669014,-505.9133137669014,-505.9133137669014,-505.9133137669014
1.657788944723618,-504.90464374038856,-504.90464374038856,-504.90464374038856,-504.90464374038856,-504.90464374038856,-504.90464374038856
1.6592964824120602,-503.8937371389693,-503.8937371389693,-503.8937371389693,-503.8937371389693,-503.8937371389693,-503.8937371389693
1.6608040201005023,-502.8805299862215,-502.8805299862215,-502.8805299862215,-502.8805299862215,-502.8805299862215,-502.8805299862215
1.662311557788945,-501.8649583057049,-501.8649583057049,-501.8649583057049,-501.8649583057049,-501.8649583057049,-501.86495830570493
1.6638190954773868,-500.846958120981,-500.846958120981,-500.846958120981,-500.846958120981,-500.846958120981,-500.84695812098107
1.665326633165829,-499.8264654556315,-499.8264654556315,-499.8264654556315,-499.8264654556315,-499.8264654556315,-499.8264654556315
1.666834170854271,-498.8034163332086,-498.8034163332086,-498.8034163332086,-498.8034163332086,-498.8034163332086,-498.8034163332086
1.6683417085427137,-497.7777467772885,-497.7777467772885,-497.7777467772885,-497.7777467772885,-497.7777467772885,-497.7777467772885
1.6698492462311556,-496.74939281143634,-496.74939281143634,-496.74939281143634,-496.74939281143634,-496.74939281143634,-496.74939281143634
1.671356783919598,-495.7182904592173,-495.7182904592173,-495.7182904592173,-495.7182904592173,-495.7182904592173,-495.7182904592173
1.67286432160804,-494.6843757441966,-494.6843757441966,-494.6843757441966,-494.6843757441966,-494.6843757441966,-494.6843757441966
1.6743718592964822,-493.64758468995205,-493.64758468995205,-493.64758468995205,-493.64758468995205,-493.64758468995205,-493.64758468995205
1.6758793969849246,-492.6078533200398,-492.6078533200398,-492.6078533200398,-492.6078533200398,-492.6078533200398,-492.6078533200398
1.6773869346733667,-491.565117658025,-491.565117658025,-491.565117658025,-491.565117658025,-491.565117658025,-491.565117658025
1.6788944723618089,-490.5193137274837,-490.5193137274837,-490.5193137274837,-490.5193137274837,-490.5193137274837,-490.5193137274837
1.6804020100502512,-489.4703775519829,-489.4703775519829,-489.4703775519829,-489.4703775519829,-489.4703775519829,-489.4703775519829
1.6819095477386934,-488.4182451550805,-488.4182451550805,-488.4182451550805,-488.4182451550805,-488.4182451550805,-488.4182451550805
1.6834170854271355,-487.3628525603526,-487.3628525603526,-487.3628525603526,-487.3628525603526,-487.3628525603526,-487.3628525603526
1.684924623115578,-486.304135791368,-486.304135791368,-486.304135791368,-486.304135791368,-486.304135791368,-486.304135791368
1.68643216080402,-485.24203087167007,-485.24203087167007,-485.24203087167007,-485.24203087167007,-485.24203087167007,-485.24203087167007
1.6879396984924622,-484.1764738248621,-484.1764738248621,-484.1764738248621,-484.1764738248621,-484.1764738248621,-484.1764738248621
1.6894472361809043,-483.1074006744893,-483.1074006744893,-483.1074006744893,-483.1074006744893,-483.1074006744893,-483.1074006744893
1.690954773869347,-482.0347474441187,-482.0347474441187,-482.0347474441187,-482.0347474441187,-482.0347474441187,-482.0347474441187
1.6924623115577888,-480.9584501573208,-480.9584501573208,-480.9584501573208,-480.9584501573208,-480.9584501573208,-480.95845015732084
1.6939698492462312,-479.8784448376664,-479.8784448376664,-479.8784448376664,-479.8784448376664,-479.8784448376664,-479.8784448376664
1.695477386934673,-478.7946675087187,-478.7946675087187,-478.7946675087187,-478.7946675087187,-478.7946675087187,-478.7946675087187
1.6969849246231157,-477.7070541940411,-477.7070541940411,-477.7070541940411,-477.7070541940411,-477.7070541940411,-477.7070541940411
