wavelength,beta_1_uncoupled,beta_2_uncoupled,beta_ave_uncoupled,
1.535,-0.1930631436935070,0.1930631436944170,6095.18438656901,
1.536,-0.18148376261979100,0.18148376261888200,6090.900808078360,
1.537,-0.16995506161492800,0.16995506161583800,6086.623309808520,
1.5380000000000000,-0.16995506161492800,0.16995506161583800,6086.623309808520,
1.539,-0.14704927481943700,0.14704927481943700,6078.086502060850,
1.54,-0.10842168581075400,0.10842168581075400,6074.469261425100,
1.541,-0.09704367391532290,0.09704367391532290,6070.214757171350,
1.5420000000000000,-0.09704367391532290,0.09704367391532290,6070.214757171350,
1.543,-0.07443820877961120,0.07443820877961120,6061.7237909371100,
1.544,-0.06321054547061070,0.06321054547152020,6057.487303390120,
1.545,-0.0520327886524683,0.0520327886524683,6053.256795904650,
1.5460000000000000,-0.0520327886524683,0.0520327886524683,6053.256795904650,
1.547,-0.029826576893356100,0.0298265768942656,6044.813670381320,
1.548,-0.018797913772687000,0.01879791377359650,6040.601027063510,
1.549,-0.007818740745278770,0.007818740744369280,6036.394313247020,
1.5500000000000000,-0.007818740745278770,0.007818740744369280,6036.394313247020,
1.551,0.013991548658850700,-0.013991548658850700,6027.998623949740,
1.552,0.02482287136535890,-0.02482287136535890,6023.809623471780,
1.553,0.03560511647629030,-0.03560511647629030,6019.626502501420,
1.5540000000000000,0.03560511647629030,-0.03560511647629030,6019.626502501420,
1.555,0.057022783926186100,-0.0570227839252766,6011.277849475150,
1.556,0.06765841058950170,-0.06765841059041120,6007.112292701790,
1.557,0.07824536832595190,-0.07824536832595190,6002.952566000340,
1.5580000000000000,0.07824536832595190,-0.07824536832595190,6002.952566000340,
1.559,0.0991229265146103,-0.0991229265137008,5994.648115626340,
1.56,0.1094890056829170,-0.1094890056829170,5990.504595864360,
1.561,0.09150047668754270,-0.09150047668754270,5985.749384143920,
1.5620000000000000,0.09150047668754270,-0.09150047668754270,5985.749384143920,
1.563,0.11189229498904800,-0.11189229498904800,5977.493524978540,
1.564,0.12201621476378900,-0.12201621476378900,5973.374224081010,
1.565,0.1320922754584900,-0.1320922754584900,5969.260659555680,